price,area,city,bedrooms,bathrooms,location,property_type,url,built_in_year,parking,servant_quarters,store_rooms,kitchens,drawing_rooms
6.25 Crore,5 Marla,Islamabad,4.0,5.0,"G-11, Islamabad",House,https://www.zameen.com/Property/islamabad_g-11_5_marla_brand_new_spanish_design_luxury_house_is_available_for_sale_in_sector_g-11_islamabad-54203112-168-1.html,2026.0,2.0,,,2.0,
2.49 Crore,5 Marla,Islamabad,4.0,4.0,"PWD Housing Scheme, Islamabad",House,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_5_marla_new_house_for_sale_in_dd_block-53795778-424-1.html,2026.0,4.0,2.0,1.0,1.0,
17 Crore,1 Kanal,Islamabad,8.0,6.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_50_90_proper_1_kanal_awesome_house_for_sale_in_sector_g-13_islamabad_with_all_basic_facilities-49040932-330-1.html,2024.0,6.0,1.0,1.0,2.0,
30 Crore,2 Kanal,Islamabad,7.0,7.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_2_kanal_ultra_luxury_house_for_sale_in_dha_phase_2_islamabad-54093999-339-1.html,2026.0,5.0,2.0,2.0,2.0,
2.3 Crore,5 Marla,Islamabad,6.0,6.0,"MPCHS - Block C1, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c1_b17_block_c1_5_marla_house_available_for_sale_4th_to_fmc_central_park-54129949-12607-1.html,,1.0,1.0,2.0,2.0,
15.25 Crore,1 Kanal,Islamabad,4.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_best_house_of_dha_available_for_sale-54162847-339-1.html,2026.0,3.0,,,1.0,
3.2 Crore,4 Marla,Islamabad,5.0,5.0,"I-11, Islamabad",House,https://www.zameen.com/Property/islamabad_i-11_corner_brand_new_double_storey_house_is_available_for_sale-53933493-706-1.html,2025.0,2.0,1.0,2.0,1.0,
26.5 Crore,88 Kanal,Islamabad,7.0,3.0,"Sehala Farm House, Islamabad",House,https://www.zameen.com/Property/islamabad_sehala_farm_house_farm_house_available_for_sale-52262687-12406-1.html,2023.0,2.0,2.0,,1.0,
11.6 Crore,1 Kanal,Islamabad,5.0,7.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_elegant_house_with_complete_marghalla_view_from_terrace-52751497-339-1.html,2025.0,3.0,2.0,,4.0,
11.7 Crore,1 Kanal,Islamabad,5.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_latest_design_ultra_luxurious_house_for_sale_at_dha_islamabad-54087882-339-1.html,2026.0,2.0,1.0,1.0,1.0,
5 Crore,10 Marla,Islamabad,5.0,6.0,"Zaraj Housing Scheme, Islamabad",House,https://www.zameen.com/Property/islamabad_zaraj_housing_scheme_designer_brand_new_10_marla_modern_house_for_sale_in_zaraj_housing_society_islamabad-49940287-3508-1.html,2025.0,2.0,1.0,1.0,2.0,
1.85 Crore,8 Marla,Islamabad,2.0,3.0,"F-17, Islamabad",House,https://www.zameen.com/Property/islamabad_f-17_brand_new_single_story_cda_approved_in_f17_t_t_30_60_house_for_sale-54105091-335-1.html,2026.0,,,,1.0,
2.95 Crore,5 Marla,Islamabad,3.0,4.0,"Bahria Enclave - Sector B1, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_brand_new_designer_house_for_sale_in_sector_b_best_location_for_living_near_to_gate_3_bedroom_with_attach_bath_bahria_enclave_islamabad-54143155-11972-1.html,2026.0,,1.0,2.0,2.0,
2.65 Crore,4 Marla,Islamabad,5.0,5.0,"I-11, Islamabad",House,https://www.zameen.com/Property/islamabad_i-11_solid_construction_4_marla_house_for_sale-53795859-706-1.html,,1.0,1.0,,2.0,
1.3 Crore,4 Marla,Islamabad,3.0,3.0,"Chatha Bakhtawar, Islamabad",House,https://www.zameen.com/Property/islamabad_chatha_bakhtawar_3_marla_double_store_house_for_sale-50837564-3153-1.html,2024.0,4.0,2.0,1.0,3.0,
5.8 Crore,8 Marla,Islamabad,5.0,6.0,"G-13/2, G-13",House,https://www.zameen.com/Property/g_13_g-13_2_30_60_like_that_brand_new_house_for_sale_fgeha_sector_g-13_2_islamabad_nearly_kashmir_highway-54221649-3338-1.html,2022.0,2.0,1.0,1.0,2.0,
13.6 Crore,1 Kanal,Islamabad,5.0,7.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_designer_house_for_sale_in_dha_phase_2_islamabad-54090587-339-1.html,2026.0,2.0,2.0,1.0,1.0,
12.95 Crore,1 Kanal,Islamabad,5.0,7.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_ultra_luxury_house_for_sale_in_dha_phase_2_islamabad-54189428-339-1.html,2026.0,2.0,2.0,,2.0,
18 Crore,1.5 Kanal,Islamabad,6.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha2_1_5_kanal_brand_new_luxurious_designer_full_furnished_house-52911426-339-1.html,2024.0,4.0,2.0,2.0,2.0,
6.07 Crore,17.3 Marla,Islamabad,,,"B-17, Islamabad",House,https://www.zameen.com/Property/islamabad_b-17_3-bedroom_duplex_spacious_stylish_perfect_for_families-52297075-616-1.html,,,,,,
1.65 Arab,6.2 Kanal,Islamabad,10.0,,"F-6, Islamabad",House,https://www.zameen.com/Property/islamabad_f-6_house_available_for_sale_on_margalla_road-53449323-164-1.html,1999.0,10.0,4.0,4.0,3.0,
12 Crore,1 Kanal,Islamabad,6.0,6.0,"Gulberg Residencia - Block C, Gulberg Residencia",House,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_c_gulberg_islamabad_kanal_corner_house_for_sale-53885320-9114-1.html,,,,,,
4.8 Crore,4.4 Marla,Islamabad,3.0,4.0,"D-12, Islamabad",House,https://www.zameen.com/Property/islamabad_d-12_house_of_1000_square_feet_is_available_for_sale_in_d-12-54202611-160-1.html,2025.0,,1.0,1.0,1.0,
25 Crore,1.3 Kanal,Islamabad,6.0,6.0,"F-10/2, F-10",House,https://www.zameen.com/Property/f_10_f-10_2_f10_2_main_margalla_road_front_open_very_prime_location_house_for_sale-54128215-3277-1.html,2000.0,4.0,2.0,2.0,2.0,
5.5 Crore,10 Marla,Islamabad,5.0,5.0,"Bahria Enclave - Sector C1, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_bahria_enclave_sector_c1_10_marla_brand_new_double_unit_house_for_sale_close_to_main_gate-54139207-11987-1.html,2026.0,2.0,1.0,1.0,2.0,
5.99 Crore,7 Marla,Islamabad,6.0,7.0,"G-14/3, G-14",House,https://www.zameen.com/Property/g_14_g-14_3_luxury_prime_location_easy_access_strong_long-term_value-54245847-3345-1.html,,,,,2.0,
4.1 Crore,7 Marla,Islamabad,5.0,5.0,"Gulberg Residencia - Block L, Gulberg Residencia",House,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_l_looking_for_a_prime_location_house_in_gulberg_residencia_-_block_l_islamabad-54242935-9122-1.html,,,1.0,,2.0,
6.5 Crore,8 Marla,Islamabad,7.0,7.0,"G-13/2, G-13",House,https://www.zameen.com/Property/g_13_g-13_2_g-13_2_triple_storey_bungalow_30x60-54080037-3338-1.html,2026.0,2.0,,1.0,1.0,
15 Crore,10 Marla,Islamabad,5.0,5.0,"D-12/3, D-12",House,https://www.zameen.com/Property/d_12_d-12_3_d-12_3_brand_new_bungalow_park_facing-54078614-3156-1.html,,,,,,
4.25 Crore,1 Kanal,Islamabad,6.0,6.0,"Pakistan Town, Islamabad",House,https://www.zameen.com/Property/islamabad_pakistan_town_pakistan_town_beautiful_kanal_bungalow_50x90_for_sale-52138188-1378-1.html,2010.0,2.0,1.0,1.0,2.0,
14.9 Crore,1.1 Kanal,Islamabad,7.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_21_2_kanal_brand_new_luxurious_designer_house_with_basement-53403734-339-1.html,2025.0,3.0,2.0,2.0,2.0,
5.45 Crore,10 Marla,Islamabad,5.0,6.0,"Zaraj Scheme - Sector C, Zaraj Housing Scheme",House,https://www.zameen.com/Property/zaraj_housing_scheme_zaraj_scheme_-_sector_c_10_marla_house_for_sale_in_zaraj_housing_scheme_islamabad_opposites_giga_mall_dha_2-54235132-3512-1.html,2026.0,2.0,,1.0,2.0,
1.84 Crore,8 Marla,Islamabad,2.0,3.0,"Telegardens (T&T ECHS), F-17",House,https://www.zameen.com/Property/f_17_telegardens_t_t_echs_8_marla_brand_new_single_storey_new_house_for_sale_f-17_islamabad_all_facility_available_cda_pproved_sector-54109347-12136-1.html,2026.0,2.0,1.0,1.0,1.0,
60 Crore,2.5 Kanal,Islamabad,5.0,6.0,"F-6, Islamabad",House,https://www.zameen.com/Property/islamabad_f-6_f-6_house_for_sale-53612738-164-1.html,,4.0,2.0,2.0,2.0,
1 Arab,2.2 Kanal,Islamabad,7.0,,"F-6, Islamabad",House,https://www.zameen.com/Property/islamabad_f-6_f-6_house_for_sale_brand_new_architecture_design_house-53612670-164-1.html,2025.0,2.0,2.0,2.0,2.0,
50 Crore,1.3 Kanal,Islamabad,6.0,6.0,"F-7, Islamabad",House,https://www.zameen.com/Property/islamabad_f-7_f-7_brand_new_house_for_sale-54204064-165-1.html,,4.0,2.0,,2.0,
29 Crore,1 Kanal,Islamabad,5.0,6.0,"F-7, Islamabad",House,https://www.zameen.com/Property/islamabad_f-7_f-7_house_for_sale_500_sq_yard_cda_transfer-54118596-165-1.html,2020.0,6.0,2.0,2.0,2.0,
46 Crore,2.1 Kanal,Islamabad,6.0,6.0,"F-8/3, F-8",House,https://www.zameen.com/Property/f_8_f-8_3_f-8_3_house_for_sale_proper_cornor_80_by_120_1066_sq_yard_most_prime_location-53654771-3316-1.html,2020.0,5.0,2.0,2.0,1.0,
32 Crore,1.3 Kanal,Islamabad,8.0,,"F-11, Islamabad",House,https://www.zameen.com/Property/islamabad_f-11_brand_new_house_available_for_sale_in_f11-51610459-163-1.html,2024.0,5.0,2.0,2.0,2.0,
4 Crore,8 Marla,Islamabad,4.0,4.0,"MPCHS - Block D, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_d_luxury_8_marla_designer_house_for_sale_in_b-17_d_block_islamabad-54186438-3119-1.html,,,,,2.0,
40 Crore,1 Kanal,Islamabad,10.0,6.0,"F-7/2, F-7",House,https://www.zameen.com/Property/f_7_f-7_2_10_bedroom_house_for_sale_in_f-7_2_islamabad_prime_location-54052069-3308-1.html,2025.0,,5.0,,5.0,
4.1 Crore,7 Marla,Islamabad,4.0,5.0,"Gulberg Residencia - Block F, Gulberg Residencia",House,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_f_f_block_7_marla_desirable_house_for_sale_at_investor_rate-54238360-9116-1.html,2024.0,2.0,,,,
7.35 Crore,10 Marla,Islamabad,6.0,7.0,"Gulberg Residencia - Block I, Gulberg Residencia",House,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_i_i_block_10_marla_corner_2_marla_extra_land_paid_main_boulevard_spacious_house_available_for_sale-54238362-9119-1.html,2022.0,4.0,,,,
3.45 Crore,8 Marla,Islamabad,5.0,6.0,"G-15, Islamabad",House,https://www.zameen.com/Property/islamabad_g-15_house_for_sale_in_g-15-54149979-764-1.html,2015.0,1.0,1.0,,1.0,
13 Crore,14 Marla,Islamabad,7.0,,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_highly-coveted_14_marla_house_is_available_in_g-13_for_sale-54245489-330-1.html,2026.0,1.0,,,2.0,
12.5 Crore,2 Kanal,Islamabad,5.0,7.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_investor_s_choice_2_kanal_modern_house_near_giga_mall-54238552-339-1.html,2025.0,3.0,1.0,1.0,1.0,
4.25 Crore,10 Marla,Islamabad,4.0,5.0,"Bahria Enclave - Sector J, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_10_marla_house_for_sale-53225602-11981-1.html,,2.0,1.0,1.0,2.0,
50 Crore,2 Kanal,Islamabad,8.0,7.0,"F-10/4, F-10",House,https://www.zameen.com/Property/f_10_f-10_4_f-10_triple_storey_bungalow_back_open_huge_lawn-54148556-3279-1.html,1990.0,8.0,2.0,2.0,2.0,
25 Crore,1.2 Kanal,Islamabad,7.0,7.0,"F-11/2, F-11",House,https://www.zameen.com/Property/f_11_f-11_2_f-11_2_60x90_double_storey_bungalow_for_sale-54165191-3283-1.html,,,,,,
2.08 Crore,5 Marla,Islamabad,4.0,4.0,"MPCHS - Block C1, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c1_5_marla_spacious_house_available_in_mpchs_-_block_c1_for_sale-54161915-12607-1.html,2022.0,2.0,1.0,1.0,1.0,
3.72 Crore,8 Marla,Islamabad,5.0,6.0,"B-17, Islamabad",House,https://www.zameen.com/Property/islamabad_b-17_8-_marla_house_available_for_sale_in_b-17_islamabad-54165080-616-1.html,2022.0,2.0,1.0,1.0,2.0,
30 Crore,5 Kanal,Islamabad,6.0,6.0,"Gulberg Greens - Block C, Gulberg Greens",House,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_c_5_kanal_ready_farm_house_available_for_sale_in_e_block_gulberg_green_islamabad-53372820-8315-1.html,2024.0,2.0,,5.0,,
7.15 Crore,10 Marla,Islamabad,6.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_house_for_sale_a_perfect_blend_of_comfort_elegance-54094147-339-1.html,2026.0,,1.0,2.0,2.0,
3.6 Crore,10 Marla,Islamabad,6.0,6.0,"F-17, Islamabad",House,https://www.zameen.com/Property/islamabad_f-17_10_marla_double_storey_house_for_sale_multi_f-17_islamabad_all_facility_available_cda_pproved_sector_mpchs-53453878-335-1.html,2020.0,2.0,1.0,1.0,2.0,
40 Crore,1.3 Kanal,Islamabad,5.0,6.0,"F-7, Islamabad",House,https://www.zameen.com/Property/islamabad_f-7_beautiful_furnished_house_available_for_sale_on_prime_location-54139316-165-1.html,2011.0,,2.0,1.0,2.0,
9.75 Crore,9.3 Marla,Islamabad,4.0,4.0,"F-11/3, F-11",House,https://www.zameen.com/Property/f_11_f-11_3_house_for_sale_f-11_3_islamabad-53721344-3284-1.html,2010.0,2.0,1.0,1.0,2.0,
9 Crore,11 Marla,Islamabad,6.0,6.0,"I-8, Islamabad",House,https://www.zameen.com/Property/islamabad_i-8_35x80_liveable_house_for_sale_i-8_4-53576350-174-1.html,,,,,,
12 Crore,12 Marla,Islamabad,6.0,6.0,"I-8, Islamabad",House,https://www.zameen.com/Property/islamabad_i-8_house_available_for_sale_in_i-8-53849975-174-1.html,2024.0,,,,2.0,
6.29 Crore,6 Marla,Islamabad,4.0,4.0,"G-10, Islamabad",House,https://www.zameen.com/Property/islamabad_g-10_corner_6_marla_house_for_sale_available_in_g-10-53991163-167-1.html,2010.0,3.0,2.0,2.0,2.0,
22 Crore,1.7 Kanal,Islamabad,6.0,6.0,"DHA Phase 5 - Sector A, DHA Defence Phase 5",House,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_a_dha_5_34_marla_brand_new_full_furnished_house_prime_location_of_dha2-52509727-8400-1.html,2025.0,4.0,2.0,2.0,2.0,
6.81 Crore,9.2 Marla,Islamabad,3.0,3.0,"Veranda Executive, G-10 Markaz",House,https://www.zameen.com/Property/g_10_markaz_veranda_executive_veranda_executive_3bhk_2064_sqft_park_margalla_facing_investor_s_goldmine-54244987-21775-1.html,2026.0,,,,1.0,
9.7 Crore,1 Kanal,Islamabad,5.0,5.0,"DHA Phase 2 - Sector D, DHA Defence Phase 2",House,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_d_1_kanal_double_unit_house_is_available_for_sale_in_dha_phase_2_sector_d_islamabad-54172950-3199-1.html,,4.0,,,1.0,
14 Crore,2.7 Kanal,Islamabad,5.0,6.0,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_brand_new_fame_house_is_for_sale-52233597-340-1.html,,1.0,1.0,1.0,2.0,
29.9 Crore,1 Kanal,Islamabad,7.0,7.0,"F-7/2, F-7",House,https://www.zameen.com/Property/f_7_f-7_2_1_kanal_house_for_sale_in_f-7_2_islamabad_7_bed_luxury_house_with_margalla_view-54243736-3308-1.html,,4.0,1.0,2.0,2.0,
1.55 Crore,5 Marla,Islamabad,4.0,5.0,"D-17, Islamabad",House,https://www.zameen.com/Property/islamabad_d-17_5_marla_house_available_for_sale-54082675-737-1.html,2023.0,,1.0,1.0,1.0,
13 Crore,1 Kanal,Islamabad,5.0,5.0,"Bahria Enclave - Sector C, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_1_kanal_designer_house_for_sale_in_sector_c_bahria_enclave_islamabad_5_bedrooms-54244249-11973-1.html,2026.0,3.0,1.0,1.0,2.0,
5.45 Crore,10 Marla,Islamabad,5.0,6.0,"B-17, Islamabad",House,https://www.zameen.com/Property/islamabad_b-17_10_marla_house_for_sale_in_b-17_islamabad-54168671-616-1.html,,3.0,1.0,1.0,2.0,
3.79 Crore,8 Marla,Islamabad,5.0,6.0,"B-17, Islamabad",House,https://www.zameen.com/Property/islamabad_b-17_8-marla_house_for_sale_in_b-17-islamabad-54191884-616-1.html,2026.0,2.0,1.0,1.0,2.0,
4.05 Crore,8 Marla,Islamabad,5.0,6.0,"B-17, Islamabad",House,https://www.zameen.com/Property/islamabad_b-17_8-marla_house_for_sale_in_b-17_islamabad-54172611-616-1.html,2026.0,2.0,1.0,1.0,2.0,
8.45 Crore,1 Kanal,Islamabad,6.0,6.0,"B-17, Islamabad",House,https://www.zameen.com/Property/islamabad_b-17_1-kanal_brand_new_house_for_sale_in_b-17_islamabad-54176173-616-1.html,2026.0,4.0,1.0,1.0,2.0,
3.9 Crore,10 Marla,Islamabad,5.0,6.0,"B-17, Islamabad",House,https://www.zameen.com/Property/islamabad_b-17_10_marla_grey_structure_house_for_sale_in_b_-17_islamabad-54176476-616-1.html,2026.0,3.0,1.0,1.0,2.0,
80 Lakh,5 Marla,Islamabad,2.0,2.0,"DHA Valley, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_valley_brand_new_5_marla_house_for_sale_in_dha_valley_modern_living_at_its_finest-54119230-1333-1.html,2022.0,2.0,,,1.0,
1.2 Crore,3 Marla,Islamabad,4.0,4.0,"H-13, Islamabad",House,https://www.zameen.com/Property/islamabad_h-13_beautiful_brand_new_house_for_sale-52664422-1039-1.html,,,,,,
1.7 Crore,5 Marla,Islamabad,3.0,2.0,"H-13, Islamabad",House,https://www.zameen.com/Property/islamabad_h-13_5_marla_semi_furnished_house_for_sell-52666059-1039-1.html,2013.0,,,,,
70 Lakh,2 Marla,Islamabad,2.0,2.0,"H-13, Islamabad",House,https://www.zameen.com/Property/islamabad_h-13_new_house_2_bedrooms_attached_washrooms-52836128-1039-1.html,2025.0,1.0,,,2.0,
3.7 Crore,8 Marla,Islamabad,6.0,6.0,"H-13, Islamabad",House,https://www.zameen.com/Property/islamabad_h-13_brand_new_house_is_available-52948951-1039-1.html,2020.0,,,,2.0,
2.2 Crore,5 Marla,Islamabad,3.0,3.0,"H-13, Islamabad",House,https://www.zameen.com/Property/islamabad_h-13_brand_new_house-52974001-1039-1.html,,,,,,
1.9 Crore,5 Marla,Islamabad,4.0,6.0,"H-13, Islamabad",House,https://www.zameen.com/Property/islamabad_h-13_double_storey_house_for_sale-53519146-1039-1.html,,,,,2.0,
21 Crore,1.3 Kanal,Islamabad,6.0,6.0,"F-10/3, F-10",House,https://www.zameen.com/Property/f_10_f-10_3_beautiful_house_for_sale_in_f-10-46676027-3278-1.html,2018.0,,1.0,,1.0,
35 Crore,2 Kanal,Islamabad,7.0,,"F-10, Islamabad",House,https://www.zameen.com/Property/islamabad_f-10_1000_sqy_luxury_house_with_extra_land_and_sun-facing_corner-53033014-162-1.html,,7.0,2.0,,3.0,
30 Crore,2 Kanal,Islamabad,7.0,6.0,"F-10, Islamabad",House,https://www.zameen.com/Property/islamabad_f-10_beautiful_house_available_for_sale_in_f10-51241046-162-1.html,2017.0,4.0,2.0,1.0,2.0,
1.4 Crore,3.7 Marla,Islamabad,3.0,4.0,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_centrally_located_house_in_bani_gala_is_available_for_sale-54199059-340-1.html,2022.0,1.0,,1.0,1.0,
4.5 Crore,11 Marla,Islamabad,5.0,5.0,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_buy_a_house_of_11_marla_in_bani_gala-54130530-340-1.html,,,,,,
1.53 Crore,6 Marla,Islamabad,3.0,4.0,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_in_bani_gala_6_marla_house_for_sale-54214073-340-1.html,,,,,,
7 Crore,4 Kanal,Islamabad,3.0,3.0,"Simly Dam Road, Islamabad",House,https://www.zameen.com/Property/islamabad_simly_dam_road_buy_a_centrally_located_4_kanal_farm_house_in_simly_dam_road-54232442-8445-1.html,2025.0,,,,1.0,
3 Crore,5 Marla,Islamabad,5.0,5.0,"National Police Foundation O-9, Islamabad",House,https://www.zameen.com/Property/islamabad_national_police_foundation_o-9_prime_location_5_marla_house_for_sale_in_national_police_foundation_o-9_national_police_foundation_o-9_in_only_rs_30000000-53998533-331-1.html,,,,,2.0,
4.22 Crore,10 Marla,Islamabad,5.0,6.0,"B-17, Islamabad",House,https://www.zameen.com/Property/islamabad_b-17_10-_marla_house_for_sale_in_b-17_islamabad-54226532-616-1.html,2024.0,3.0,1.0,1.0,2.0,
5.85 Crore,14.2 Marla,Islamabad,8.0,6.0,"G-15/1, G-15",House,https://www.zameen.com/Property/g_15_g-15_1_end_your_search_for_house_here_and_sale_now-52656452-3348-1.html,2015.0,2.0,1.0,1.0,1.0,
6.6 Crore,1 Kanal,Islamabad,6.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_get_your_one_kanal_house_on_installments_in_prime_location_of_dha_islamabad-53475417-339-1.html,2025.0,4.0,2.0,1.0,2.0,
7.5 Crore,1 Kanal,Islamabad,6.0,6.0,"PWD Housing Scheme, Islamabad",House,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_slightly_used_1_kanal_beautiful_designer_house_available_for_sale_in_pwd_islamabad-53056502-424-1.html,2016.0,,1.0,2.0,2.0,
76 Lakh,5 Marla,Islamabad,2.0,2.0,"DHA Valley - Oleander Sector, DHA Valley",House,https://www.zameen.com/Property/dha_valley_dha_valley_-_oleander_sector_modern_5_marla_family_home_2_bedrooms_tv_lounge_garden-53445573-3213-1.html,2023.0,1.0,,,1.0,
1.6 Crore,8 Marla,Islamabad,3.0,3.0,"Oleander Sector - DHA Homes, DHA Valley - Oleander Sector",House,https://www.zameen.com/Property/dha_valley_oleander_sector_oleander_sector_-_dha_homes_main_boulevard_facing_8_marla_double_storey_house_dha_phase_7_rawalpindi-52901160-16825-1.html,2023.0,2.0,1.0,1.0,1.0,
5.15 Crore,7 Marla,Islamabad,4.0,4.0,"G-13/2, G-13",House,https://www.zameen.com/Property/g_13_g-13_2_30x60_7_marla_used_house_for_sale_g-13_2-54221514-3338-1.html,2018.0,1.0,1.0,1.0,2.0,
4.5 Crore,4 Marla,Islamabad,4.0,5.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_house_sized_5_marla_in_g-13-54090435-330-1.html,2025.0,,,,,
4.25 Crore,4 Marla,Islamabad,4.0,5.0,"G-13/4, G-13",House,https://www.zameen.com/Property/g_13_g-13_4_beautiful_house_for_sale_g-13_4_islamabad-54159580-3340-1.html,2026.0,,,,,
5.75 Crore,5 Marla,Islamabad,5.0,6.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_5_marla_brand_new_luxury_double_story_house_for_sale_in_g-14_4_islamabad-54175428-330-1.html,2026.0,,,,,
5.5 Crore,8 Marla,Islamabad,5.0,6.0,"G-14/4, G-14",House,https://www.zameen.com/Property/g_14_g-14_4_8_marla_used_good_house_for_sale_g-14_4_islamabad_best_opportunity_for_living_investment_contact_now_for_more_details-54184537-3346-1.html,2015.0,,,,,
6.25 Crore,10 Marla,Islamabad,5.0,6.0,"Bahria Enclave, Bahria Town",House,https://www.zameen.com/Property/bahria_town_bahria_enclave_designer_a_grade_10_marla_house-54186920-1705-1.html,2025.0,3.0,2.0,1.0,2.0,
11 Crore,1 Kanal,Islamabad,6.0,6.0,"Bahria Enclave, Bahria Town",House,https://www.zameen.com/Property/bahria_town_bahria_enclave_1_kanal_house_for_sale-54186927-1705-1.html,2019.0,,2.0,1.0,2.0,
6.2 Crore,5 Marla,Islamabad,4.0,4.0,"G-11/2, G-11",House,https://www.zameen.com/Property/g_11_g-11_2_5_marla_brand_new_house_available_for_sale-54033340-3331-1.html,2025.0,1.0,1.0,1.0,2.0,
99 Crore,3.6 Kanal,Islamabad,4.0,5.0,"F-7, Islamabad",House,https://www.zameen.com/Property/islamabad_f-7_f7_porsche_located_1777_sqy_big_lawn_house_near_to_margalla_road_for_sale-54119721-165-1.html,,,,,,
2.7 Crore,5 Marla,Islamabad,5.0,5.0,"Jinnah Gardens, FECHS",House,https://www.zameen.com/Property/fechs_jinnah_gardens_deal_with_owner_original_picture_attached-54173788-1420-1.html,2026.0,1.0,,,,
2.75 Crore,8 Marla,Islamabad,4.0,4.0,"F-17/2, F-17",House,https://www.zameen.com/Property/f_17_f-17_2_f_17_2_for_sale_house-53449079-3293-1.html,2024.0,2.0,2.0,1.0,2.0,
6.5 Crore,10 Marla,Islamabad,4.0,6.0,"DHA Defence Phase 5, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_dha_phase_2_10_marla_house_available_for_sale-54216839-10991-1.html,2026.0,2.0,1.0,1.0,1.0,
2.5 Crore,5 Marla,Islamabad,5.0,6.0,"MPCHS - Block F, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_5_marla_25_50_in_block_f_house_for_sale_in_multi_gardens_mpchs_islamabad-54059092-8527-1.html,,,,,,
5.8 Crore,12 Marla,Islamabad,6.0,,"MPCHS - Block E, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_12_marla_brand_new_double_unit_double_story_house_available_in_block_e_multi_gardens_islamabad-53994051-3120-1.html,,,,,,
6.5 Crore,10 Marla,Islamabad,6.0,6.0,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_b_extension_1_10_marla_35_70_in_block_b_1_brand_new_double_unit_double_story_house_available-53857007-16519-1.html,2025.0,1.0,1.0,1.0,1.0,
4.25 Crore,8 Marla,Islamabad,5.0,6.0,"Faisal Margalla City, B-17",House,https://www.zameen.com/Property/b_17_faisal_margalla_city_8_marla_30_60_designer_house_brand_new_double_unit_house_available_for_sale_faisal_margalla_city_fmc_b-17_islamabad-53845642-13424-1.html,2022.0,4.0,2.0,2.0,2.0,
